timestamp,device_id,ax,ay,az,motion_magnitude,rssi,ip,data_type,sensorSource,total_acceleration,ax_abs,ay_abs,az_abs,hour,minute,second
2026-04-13 06:14:39.619000+00:00,ID_001,6.71,8.98,2.98,11.599349119670466,-73,::ffff:192.168.1.6,artificial,accelerometer,11.599349119670466,6.71,8.98,2.98,6,14,39
2026-04-13 06:14:41.855000+00:00,ID_001,4.12,7.61,1.77,8.832859106767186,-78,::ffff:192.168.1.6,artificial,accelerometer,8.832859106767186,4.12,7.61,1.77,6,14,41
2026-04-13 06:14:44.111000+00:00,ID_001,9.06,12.87,6.43,17.001923420601564,-67,::ffff:192.168.1.6,artificial,accelerometer,17.001923420601564,9.06,12.87,6.43,6,14,44
2026-04-13 06:14:46.258000+00:00,ID_001,3.88,12.04,7.18,14.545391022588563,-77,::ffff:192.168.1.6,artificial,accelerometer,14.545391022588563,3.88,12.04,7.18,6,14,46
2026-04-13 06:14:48.229000+00:00,ID_001,-2.08,2.75,1.92,3.9465554601449604,-71,::ffff:192.168.1.6,artificial,accelerometer,3.9465554601449604,2.08,2.75,1.92,6,14,48
2026-04-13 06:14:50.272000+00:00,ID_001,5.26,8.12,3.53,10.298684381997536,-69,::ffff:192.168.1.6,artificial,accelerometer,10.298684381997536,5.26,8.12,3.53,6,14,50
2026-04-13 06:14:52.368000+00:00,ID_001,2.98,11.18,4.55,12.432831535897202,-71,::ffff:192.168.1.6,artificial,accelerometer,12.432831535897202,2.98,11.18,4.55,6,14,52
2026-04-13 06:14:54.417000+00:00,ID_001,-1.37,-0.67,-1.53,2.1602546146230077,-72,::ffff:192.168.1.6,artificial,accelerometer,2.1602546146230077,1.37,0.67,1.53,6,14,54
2026-04-13 06:14:56.434000+00:00,ID_001,5.18,10.04,2.35,11.539345735352589,-82,::ffff:192.168.1.6,artificial,accelerometer,11.539345735352589,5.18,10.04,2.35,6,14,56
2026-04-13 06:14:58.506000+00:00,ID_001,5.1,9.92,4.0,11.849742613238483,-76,::ffff:192.168.1.6,artificial,accelerometer,11.849742613238483,5.1,9.92,4.0,6,14,58
2026-04-13 06:15:00.517000+00:00,ID_001,1.61,7.65,8.2,11.329368914462977,-73,::ffff:192.168.1.6,artificial,accelerometer,11.329368914462977,1.61,7.65,8.2,6,15,0
2026-04-13 06:15:02.561000+00:00,ID_001,-1.53,3.61,2.43,4.612797415885506,-70,::ffff:192.168.1.6,artificial,accelerometer,4.612797415885506,1.53,3.61,2.43,6,15,2
2026-04-13 06:15:04.649000+00:00,ID_001,-0.75,7.49,2.47,7.922341825495793,-71,::ffff:192.168.1.6,artificial,accelerometer,7.922341825495793,0.75,7.49,2.47,6,15,4
2026-04-13 06:15:06.658000+00:00,ID_001,5.84,5.49,4.98,9.436424110858944,-72,::ffff:192.168.1.6,artificial,accelerometer,9.436424110858944,5.84,5.49,4.98,6,15,6
2026-04-13 06:15:08.705000+00:00,ID_001,4.94,16.87,6.0,18.574189080549385,-69,::ffff:192.168.1.6,artificial,accelerometer,18.574189080549385,4.94,16.87,6.0,6,15,8
2026-04-13 06:15:10.753000+00:00,ID_001,3.49,11.34,5.96,13.277699348908305,-70,::ffff:192.168.1.6,artificial,accelerometer,13.277699348908305,3.49,11.34,5.96,6,15,10
2026-04-13 06:15:12.799000+00:00,ID_001,-6.08,16.36,20.79,27.14479876514099,-68,::ffff:192.168.1.6,artificial,accelerometer,27.14479876514099,6.08,16.36,20.79,6,15,12
2026-04-13 06:15:14.846000+00:00,ID_001,8.08,4.63,-2.63,9.676786656736832,-70,::ffff:192.168.1.6,artificial,accelerometer,9.676786656736832,8.08,4.63,2.63,6,15,14
2026-04-13 06:15:16.886000+00:00,ID_001,6.98,8.87,-2.79,11.626753631173235,-67,::ffff:192.168.1.6,artificial,accelerometer,11.626753631173235,6.98,8.87,2.79,6,15,16
2026-04-13 06:15:18.945000+00:00,ID_001,19.69,12.2,6.86,24.157725472403236,-68,::ffff:192.168.1.6,artificial,accelerometer,24.157725472403236,19.69,12.2,6.86,6,15,18
2026-04-13 06:15:20.992000+00:00,ID_001,-3.02,4.59,2.16,5.903736105213375,-71,::ffff:192.168.1.6,artificial,accelerometer,5.903736105213375,3.02,4.59,2.16,6,15,20
2026-04-13 06:15:23.040000+00:00,ID_001,-2.04,10.83,11.77,16.12400074423218,-70,::ffff:192.168.1.6,artificial,accelerometer,16.12400074423218,2.04,10.83,11.77,6,15,23
2026-04-13 06:15:25.110000+00:00,ID_001,-1.88,8.67,8.71,12.432513824645442,-71,::ffff:192.168.1.6,artificial,accelerometer,12.432513824645442,1.88,8.67,8.71,6,15,25
2026-04-13 06:15:27.371000+00:00,ID_001,9.81,5.81,-3.1,11.815337489889995,-76,::ffff:192.168.1.6,artificial,accelerometer,11.815337489889995,9.81,5.81,3.1,6,15,27
2026-04-13 06:15:29.451000+00:00,ID_001,1.41,15.93,9.1,18.400081521558537,-72,::ffff:192.168.1.6,artificial,accelerometer,18.400081521558537,1.41,15.93,9.1,6,15,29
2026-04-13 06:15:31.570000+00:00,ID_001,1.88,8.55,3.77,9.53151614382518,-70,::ffff:192.168.1.6,artificial,accelerometer,9.53151614382518,1.88,8.55,3.77,6,15,31
2026-04-13 06:15:33.587000+00:00,ID_001,1.14,5.14,3.14,6.130154973571222,-69,::ffff:192.168.1.6,artificial,accelerometer,6.130154973571222,1.14,5.14,3.14,6,15,33
